ErrorType,InjectionType,Key,Old Value,New Value,Error Message,SpecMessage,SpecCaught,SpecPlugin,Log Message,Reaction App,Reaction Spec,Pinpoint Spec,Vocab Spec,Pinpoint App,Vocab App,Personify App,LeakInt App,Comment
Typo Error,inject/typo/deletion,system/lyrebird/incremental_backups,FALSE,fals,"ERROR [main] 2019-09-06 10:34:45,715 CassandraDaemon.java:749 - Exception encountered during startup: Invalid yaml: file:/home/wespe/.ccm/LyreBirdCluster/node1/conf/cassandra.yaml
 Error: null; Can't construct a java object for tag:yaml.org,2002:org.apache.cassandra.config.Config; exception=Cannot create property=incremental_backups for JavaBean=org.apache.cassandra.config.Config@31206beb; Can not set boolean field org.apache.cassandra.config.Config.incremental_backups to null value;  in 'reader', line 1, column 1:
    authenticator: AllowAllAuthenticator
    ^",The value 'fals' of key 'system/lyrebird/system\/temporarySpec' could not be normalized (type is 'boolean'),X,type,"INFO  [main] 2019-09-06 10:34:45,566 YamlConfigurationLoader.java:89 - Configuration location: file:/home/wespe/.ccm/LyreBirdCluster/node1/conf/cassandra.yaml
ERROR [main] 2019-09-06 10:34:45,715 CassandraDaemon.java:749 - Exception encountered during startup: Invalid yaml: file:/home/wespe/.ccm/LyreBirdCluster/node1/conf/cassandra.yaml
 Error: null; Can't construct a java object for tag:yaml.org,2002:org.apache.cassandra.config.Config; exception=Cannot create property=incremental_backups for JavaBean=org.apache.cassandra.config.Config@31206beb; Can not set boolean field org.apache.cassandra.config.Config.incremental_backups to null value;  in 'reader', line 1, column 1:
    authenticator: AllowAllAuthenticator
    ^",GOOD,GOOD,GOOD,BAD,PARTLY,BAD,BAD,BAD,
Typo Error,inject/typo/deletion,system/lyrebird/cdc_enabled,FALSE,fale,"ERROR [main] 2019-09-06 10:35:06,132 CassandraDaemon.java:749 - Exception encountered during startup: Invalid yaml: file:/home/wespe/.ccm/LyreBirdCluster/node1/conf/cassandra.yaml
 Error: null; Can't construct a java object for tag:yaml.org,2002:org.apache.cassandra.config.Config; exception=Cannot create property=cdc_enabled for JavaBean=org.apache.cassandra.config.Config@4f51b3e0; Can not set boolean field org.apache.cassandra.config.Config.cdc_enabled to null value;  in 'reader', line 1, column 1:
    authenticator: AllowAllAuthenticator
    ^",The value 'fale' of key 'system/lyrebird/system\/temporarySpec' could not be normalized (type is 'boolean'),X,type,"INFO  [main] 2019-09-06 10:35:05,966 YamlConfigurationLoader.java:89 - Configuration location: file:/home/wespe/.ccm/LyreBirdCluster/node1/conf/cassandra.yaml
ERROR [main] 2019-09-06 10:35:06,132 CassandraDaemon.java:749 - Exception encountered during startup: Invalid yaml: file:/home/wespe/.ccm/LyreBirdCluster/node1/conf/cassandra.yaml
 Error: null; Can't construct a java object for tag:yaml.org,2002:org.apache.cassandra.config.Config; exception=Cannot create property=cdc_enabled for JavaBean=org.apache.cassandra.config.Config@4f51b3e0; Can not set boolean field org.apache.cassandra.config.Config.cdc_enabled to null value;  in 'reader', line 1, column 1:
    authenticator: AllowAllAuthenticator
    ^",GOOD,GOOD,GOOD,BAD,PARTLY,BAD,BAD,BAD,
Semantic Error,inject/semantic,system/lyrebird/sstable_preemptive_open_interval_in_mb,50,-1,,The type 'unsigned_long' failed to match for 'system/lyrebird/system\/temporarySpec' with string '-1',X,type,"INFO  [main] 2019-09-06 10:35:26,398 YamlConfigurationLoader.java:89 - Configuration location: file:/home/wespe/.ccm/LyreBirdCluster/node1/conf/cassandra.yaml
INFO  [main] 2019-09-06 10:35:26,598 DatabaseDescriptor.java:373 - DiskAccessMode 'auto' determined to be mmap, indexAccessMode is mmap
INFO  [main] 2019-09-06 10:35:26,598 DatabaseDescriptor.java:431 - Global memtable on-heap threshold is enabled at 123MB
INFO  [main] 2019-09-06 10:35:26,598 DatabaseDescriptor.java:435 - Global memtable off-heap threshold is enabled at 123MB
WARN  [main] 2019-09-06 10:35:26,682 DatabaseDescriptor.java:556 - Only 9.462GiB free across all data volumes. Consider adding more capacity to your cluster or removing obsolete snapshots
INFO  [main] 2019-09-06 10:35:26,699 RateBasedBackPressure.java:123 - Initialized back-pressure with high ratio: 0.9, factor: 5, flow: FAST, window size: 2000.
INFO  [main] 2019-09-06 10:35:26,699 DatabaseDescriptor.java:735 - Back-pressure is disabled with strategy org.apache.cassandra.net.RateBasedBackPressure{high_ratio=0.9, factor=5, flow=FAST}.
INFO  [main] 2019-09-06 10:35:26,765 JMXServerUtils.java:246 - Configured JMX server at: service:jmx:rmi://127.0.0.1/jndi/rmi://127.0.0.1:7100/jmxrmi
INFO  [main] 2019-09-06 10:35:26,769 CassandraDaemon.java:476 - Hostname: wespe-Serval-WS
INFO  [main] 2019-09-06 10:35:26,769 CassandraDaemon.java:483 - JVM vendor/version: OpenJDK 64-Bit Server VM/1.8.0_222
INFO  [main] 2019-09-06 10:35:26,769 CassandraDaemon.java:484 - Heap size: 495.000MiB/495.000MiB
INFO  [main] 2019-09-06 10:35:26,769 CassandraDaemon.java:489 - Code Cache Non-heap memory: init = 2555904(2496K) used = 4349504(4247K) committed = 4390912(4288K) max = 251658240(245760K)
INFO  [main] 2019-09-06 10:35:26,770 CassandraDaemon.java:489 - Metaspace Non-heap memory: init = 0(0K) used = 17028640(16629K) committed = 17694720(17280K) max = -1(-1K)
INFO  [main] 2019-09-06 10:35:26,770 CassandraDaemon.java:489 - Compressed Class Space Non-heap memory: init = 0(0K) used = 2047176(1999K) committed = 2228224(2176K) max = 1073741824(1048576K)
INFO  [main] 2019-09-06 10:35:26,770 CassandraDaemon.java:489 - Par Eden Space Heap memory: init = 41943040(40960K) used = 41943040(40960K) committed = 41943040(40960K) max = 41943040(40960K)
INFO  [main] 2019-09-06 10:35:26,770 CassandraDaemon.java:489 - Par Survivor Space Heap memory: init = 5242880(5120K) used = 5242880(5120K) committed = 5242880(5120K) max = 5242880(5120K)
INFO  [main] 2019-09-06 10:35:26,770 CassandraDaemon.java:489 - CMS Old Gen Heap memory: init = 471859200(460800K) used = 746944(729K) committed = 471859200(460800K) max = 471859200(460800K)
WARN  [main] 2019-09-06 10:35:26,806 NativeLibrary.java:187 - Unable to lock JVM memory (ENOMEM). This can result in part of the JVM being swapped out, especially with mmapped I/O enabled. Increase RLIMIT_MEMLOCK or run Cassandra as root.
WARN  [main] 2019-09-06 10:35:26,806 StartupChecks.java:136 - jemalloc shared library could not be preloaded to speed up memory allocations
WARN  [main] 2019-09-06 10:35:26,806 StartupChecks.java:169 - JMX is not enabled to receive remote connections. Please see cassandra-env.sh for more info.
INFO  [main] 2019-09-06 10:35:26,807 SigarLibrary.java:44 - Initializing SIGAR library
WARN  [main] 2019-09-06 10:35:26,813 SigarLibrary.java:174 - Cassandra server running in degraded mode. Is swap disabled? : false,  Address space adequate? : true,  nofile limit adequate? : true, nproc limit adequate? : true 
WARN  [main] 2019-09-06 10:35:26,815 StartupChecks.java:311 - Maximum number of memory map areas per process (vm.max_map_count) 65530 is too low, recommended value: 1048575, you can change it with sysctl.
INFO  [main] 2019-09-06 10:35:26,925 QueryProcessor.java:116 - Initialized prepared statement caches with 10 MB (native) and 10 MB (Thrift)
INFO  [SSTableBatchOpen:1] 2019-09-06 10:35:27,721 BufferPool.java:230 - Global buffer pool is enabled, when pool is exhausted (max is 123.000MiB) it will allocate on heap
INFO  [main] 2019-09-06 10:35:27,861 CacheService.java:100 - Initializing key cache with capacity of 24 MBs.
INFO  [main] 2019-09-06 10:35:27,866 CacheService.java:122 - Initializing row cache with capacity of 0 MBs
INFO  [main] 2019-09-06 10:35:27,867 CacheService.java:151 - Initializing counter cache with capacity of 12 MBs
INFO  [main] 2019-09-06 10:35:27,868 CacheService.java:162 - Scheduling counter cache save to every 7200 seconds (going to save all keys).
INFO  [main] 2019-09-06 10:35:27,976 ViewManager.java:137 - Not submitting build tasks for views in keyspace system as storage service is not initialized
INFO  [main] 2019-09-06 10:35:28,054 ApproximateTime.java:44 - Scheduling approximate time-check task with a precision of 10 milliseconds
INFO  [main] 2019-09-06 10:35:28,274 ViewManager.java:137 - Not submitting build tasks for views in keyspace system_schema as storage service is not initialized
INFO  [main] 2019-09-06 10:35:29,343 StorageService.java:619 - Populating token metadata from system tables
INFO  [main] 2019-09-06 10:35:29,368 StorageService.java:626 - Token metadata: Normal Tokens:
/127.0.0.1:[-9223372036854775808]
/127.0.0.2:[-3074457345618258603]
/127.0.0.3:[3074457345618258602]

INFO  [main] 2019-09-06 10:35:29,487 ViewManager.java:137 - Not submitting build tasks for views in keyspace system_distributed as storage service is not initialized
INFO  [main] 2019-09-06 10:35:29,512 ViewManager.java:137 - Not submitting build tasks for views in keyspace system_auth as storage service is not initialized
INFO  [main] 2019-09-06 10:35:29,524 ViewManager.java:137 - Not submitting build tasks for views in keyspace system_traces as storage service is not initialized
INFO  [pool-3-thread-1] 2019-09-06 10:35:29,531 AutoSavingCache.java:174 - Completed loading (6 ms; 12 keys) KeyCache cache
INFO  [main] 2019-09-06 10:35:29,547 CommitLog.java:147 - Replaying /home/wespe/.ccm/LyreBirdCluster/node1/commitlogs/CommitLog-6-1567581745739.log
INFO  [main] 2019-09-06 10:35:29,607 CommitLog.java:149 - Log replay complete, 0 replayed mutations
INFO  [main] 2019-09-06 10:35:29,608 StorageService.java:619 - Populating token metadata from system tables
INFO  [main] 2019-09-06 10:35:29,613 StorageService.java:626 - Token metadata: Normal Tokens:
/127.0.0.1:[-9223372036854775808]
/127.0.0.2:[-3074457345618258603]
/127.0.0.3:[3074457345618258602]

INFO  [main] 2019-09-06 10:35:29,697 QueryProcessor.java:163 - Preloaded 0 prepared statements
INFO  [main] 2019-09-06 10:35:29,698 StorageService.java:637 - Cassandra version: 3.11.4
INFO  [main] 2019-09-06 10:35:29,698 StorageService.java:638 - Thrift API version: 20.1.0
INFO  [main] 2019-09-06 10:35:29,698 StorageService.java:639 - CQL supported versions: 3.4.4 (default: 3.4.4)
INFO  [main] 2019-09-06 10:35:29,698 StorageService.java:641 - Native protocol supported versions: 3/v3, 4/v4, 5/v5-beta (default: 4/v4)
INFO  [main] 2019-09-06 10:35:29,736 IndexSummaryManager.java:80 - Initializing index summary manager with a memory pool size of 24 MB and a resize interval of 60 minutes
INFO  [main] 2019-09-06 10:35:29,746 MessagingService.java:750 - Starting Messaging Service on /127.0.0.1:7000 (lo)
INFO  [main] 2019-09-06 10:35:34,791 OutboundTcpConnection.java:108 - OutboundTcpConnection using coalescing strategy DISABLED
INFO  [HANDSHAKE-/127.0.0.2] 2019-09-06 10:35:34,802 OutboundTcpConnection.java:561 - Handshaking version with /127.0.0.2
INFO  [HANDSHAKE-/127.0.0.3] 2019-09-06 10:35:34,804 OutboundTcpConnection.java:561 - Handshaking version with /127.0.0.3
WARN  [GossipStage:1] 2019-09-06 10:35:34,805 Gossiper.java:1581 - Received an ack from /127.0.0.2, who isn't a seed. Ensure your seed list includes a live node. Exiting shadow round
INFO  [main] 2019-09-06 10:35:35,805 StorageService.java:723 - Loading persisted ring state
INFO  [main] 2019-09-06 10:35:35,809 StorageService.java:841 - Starting up server gossip
INFO  [main] 2019-09-06 10:35:35,917 TokenMetadata.java:497 - Updating topology for /127.0.0.1
INFO  [main] 2019-09-06 10:35:35,918 TokenMetadata.java:497 - Updating topology for /127.0.0.1
INFO  [main] 2019-09-06 10:35:35,937 StorageService.java:1007 - Using saved tokens [-9223372036854775808]
INFO  [main] 2019-09-06 10:35:35,941 StorageService.java:1483 - JOINING: Finish joining ring
INFO  [main] 2019-09-06 10:35:36,138 StorageService.java:2327 - Node /127.0.0.1 state jump to NORMAL
INFO  [main] 2019-09-06 10:35:36,209 NativeTransportService.java:70 - Netty using native Epoll event loop
INFO  [main] 2019-09-06 10:35:36,239 Server.java:156 - Starting listening for CQL clients on /127.0.0.1:9042 (unencrypted)...
INFO  [main] 2019-09-06 10:35:36,269 CassandraDaemon.java:556 - Not starting RPC server as requested. Use JMX (StorageService->startRPCServer()) or nodetool (enablethrift) to start it
INFO  [HANDSHAKE-/127.0.0.2] 2019-09-06 10:35:36,748 OutboundTcpConnection.java:561 - Handshaking version with /127.0.0.2
INFO  [GossipStage:1] 2019-09-06 10:35:36,752 Gossiper.java:1045 - Node /127.0.0.2 has restarted, now UP
INFO  [GossipStage:1] 2019-09-06 10:35:36,754 StorageService.java:2327 - Node /127.0.0.2 state jump to NORMAL
INFO  [GossipStage:1] 2019-09-06 10:35:36,756 TokenMetadata.java:497 - Updating topology for /127.0.0.2
INFO  [GossipStage:1] 2019-09-06 10:35:36,756 TokenMetadata.java:497 - Updating topology for /127.0.0.2
INFO  [GossipStage:1] 2019-09-06 10:35:36,757 Gossiper.java:1045 - Node /127.0.0.3 has restarted, now UP
INFO  [GossipStage:1] 2019-09-06 10:35:36,757 StorageService.java:2327 - Node /127.0.0.3 state jump to NORMAL
INFO  [GossipStage:1] 2019-09-06 10:35:36,757 TokenMetadata.java:497 - Updating topology for /127.0.0.3
INFO  [GossipStage:1] 2019-09-06 10:35:36,758 TokenMetadata.java:497 - Updating topology for /127.0.0.3
INFO  [RequestResponseStage-2] 2019-09-06 10:35:36,763 Gossiper.java:1011 - InetAddress /127.0.0.3 is now UP
INFO  [RequestResponseStage-1] 2019-09-06 10:35:36,764 Gossiper.java:1011 - InetAddress /127.0.0.2 is now UP
INFO  [RequestResponseStage-2] 2019-09-06 10:35:36,764 Gossiper.java:1011 - InetAddress /127.0.0.3 is now UP
INFO  [RequestResponseStage-3] 2019-09-06 10:35:36,764 Gossiper.java:1011 - InetAddress /127.0.0.2 is now UP
INFO  [HANDSHAKE-/127.0.0.3] 2019-09-06 10:35:36,786 OutboundTcpConnection.java:561 - Handshaking version with /127.0.0.3
WARN  [GossipTasks:1] 2019-09-06 10:35:36,917 FailureDetector.java:278 - Not marking nodes down due to local pause of 7461942433 > 5000000000
INFO  [StorageServiceShutdownHook] 2019-09-06 10:35:45,528 HintsService.java:209 - Paused hints dispatch
INFO  [StorageServiceShutdownHook] 2019-09-06 10:35:45,530 Server.java:176 - Stop listening for CQL clients
INFO  [StorageServiceShutdownHook] 2019-09-06 10:35:45,530 Gossiper.java:1551 - Announcing shutdown
INFO  [StorageServiceShutdownHook] 2019-09-06 10:35:45,531 StorageService.java:2327 - Node /127.0.0.1 state jump to shutdown
INFO  [StorageServiceShutdownHook] 2019-09-06 10:35:47,531 MessagingService.java:981 - Waiting for messaging service to quiesce
INFO  [ACCEPT-/127.0.0.1] 2019-09-06 10:35:47,532 MessagingService.java:1336 - MessagingService has terminated the accept() thread
INFO  [StorageServiceShutdownHook] 2019-09-06 10:35:48,245 HintsService.java:209 - Paused hints dispatch",NONE,GOOD,GOOD,GOOD,NONE,NONE,NONE,NONE,
Resource Error,inject/resource,system/lyrebird/native_transport_port_ssl,(null),8080,"ERROR [main] 2019-09-06 10:35:50,158 CassandraDaemon.java:749 - Exception encountered during startup: Encryption must be enabled in client_encryption_options for native_transport_port_ssl",,,,"INFO  [main] 2019-09-06 10:35:49,907 YamlConfigurationLoader.java:89 - Configuration location: file:/home/wespe/.ccm/LyreBirdCluster/node1/conf/cassandra.yaml
INFO  [main] 2019-09-06 10:35:50,093 DatabaseDescriptor.java:373 - DiskAccessMode 'auto' determined to be mmap, indexAccessMode is mmap
INFO  [main] 2019-09-06 10:35:50,093 DatabaseDescriptor.java:431 - Global memtable on-heap threshold is enabled at 123MB
INFO  [main] 2019-09-06 10:35:50,093 DatabaseDescriptor.java:435 - Global memtable off-heap threshold is enabled at 123MB
WARN  [main] 2019-09-06 10:35:50,157 DatabaseDescriptor.java:556 - Only 9.461GiB free across all data volumes. Consider adding more capacity to your cluster or removing obsolete snapshots
ERROR [main] 2019-09-06 10:35:50,158 CassandraDaemon.java:749 - Exception encountered during startup: Encryption must be enabled in client_encryption_options for native_transport_port_ssl",GOOD,NONE,NONE,NONE,GOOD,GOOD,BAD,GOOD,
Typo Error,inject/typo/space,system/lyrebird/ssl_storage_port,7001,    7001  ',"ERROR [main] 2019-09-06 10:36:10,389 CassandraDaemon.java:749 - Exception encountered during startup: Invalid yaml: file:/home/wespe/.ccm/LyreBirdCluster/node1/conf/cassandra.yaml
 Error: null; Can't construct a java object for tag:yaml.org,2002:org.apache.cassandra.config.Config; exception=Cannot create property=ssl_storage_port for JavaBean=org.apache.cassandra.config.Config@58134517; For input string: "" "";  in 'reader', line 1, column 1:
    authenticator: AllowAllAuthenticator
    ^",Could not find service with name     7001   on key system/lyrebird/system\/temporarySpec. Reason: Success,X,network,"INFO  [main] 2019-09-06 10:36:10,217 YamlConfigurationLoader.java:89 - Configuration location: file:/home/wespe/.ccm/LyreBirdCluster/node1/conf/cassandra.yaml
ERROR [main] 2019-09-06 10:36:10,389 CassandraDaemon.java:749 - Exception encountered during startup: Invalid yaml: file:/home/wespe/.ccm/LyreBirdCluster/node1/conf/cassandra.yaml
 Error: null; Can't construct a java object for tag:yaml.org,2002:org.apache.cassandra.config.Config; exception=Cannot create property=ssl_storage_port for JavaBean=org.apache.cassandra.config.Config@58134517; For input string: "" "";  in 'reader', line 1, column 1:
    authenticator: AllowAllAuthenticator
    ^",GOOD,GOOD,PARTLY,GOOD,PARTLY,BAD,BAD,BAD,Weird spec message
Resource Error,inject/resource,system/lyrebird/concurrent_reads,32,9.22E+32,"ERROR [main] 2019-09-06 10:36:30,772 CassandraDaemon.java:749 - Exception encountered during startup: Invalid yaml: file:/home/wespe/.ccm/LyreBirdCluster/node1/conf/cassandra.yaml
 Error: null; Can't construct a java object for tag:yaml.org,2002:org.apache.cassandra.config.Config; exception=Cannot create property=concurrent_reads for JavaBean=org.apache.cassandra.config.Config@46238e3f; For input string: ""9223372036854775808"";  in 'reader', line 1, column 1:
    authenticator: AllowAllAuthenticator
    ^",The type 'unsigned_long' failed to match for 'system/lyrebird/system\/temporarySpec' with string '9223372036854775808',X,type,"INFO  [main] 2019-09-06 10:36:30,617 YamlConfigurationLoader.java:89 - Configuration location: file:/home/wespe/.ccm/LyreBirdCluster/node1/conf/cassandra.yaml
ERROR [main] 2019-09-06 10:36:30,772 CassandraDaemon.java:749 - Exception encountered during startup: Invalid yaml: file:/home/wespe/.ccm/LyreBirdCluster/node1/conf/cassandra.yaml
 Error: null; Can't construct a java object for tag:yaml.org,2002:org.apache.cassandra.config.Config; exception=Cannot create property=concurrent_reads for JavaBean=org.apache.cassandra.config.Config@46238e3f; For input string: ""9223372036854775808"";  in 'reader', line 1, column 1:
    authenticator: AllowAllAuthenticator
    ^",GOOD,GOOD,GOOD,GOOD,GOOD,BAD,BAD,BAD,
Structure Error,inject/structure/section/reallocate,system/lyrebird/enable_user_defined_functions,system/lyrebird/enable_user_defined_functions,system/lyrebird/server_encryption_options,"ERROR [main] 2019-09-06 10:36:51,135 CassandraDaemon.java:749 - Exception encountered during startup: Invalid yaml. Please remove properties [enable_user_defined_functions] from your cassandra.yaml",,,,"INFO  [main] 2019-09-06 10:36:50,986 YamlConfigurationLoader.java:89 - Configuration location: file:/home/wespe/.ccm/LyreBirdCluster/node1/conf/cassandra.yaml
ERROR [main] 2019-09-06 10:36:51,135 CassandraDaemon.java:749 - Exception encountered during startup: Invalid yaml. Please remove properties [enable_user_defined_functions] from your cassandra.yaml",GOOD,NONE,NONE,NONE,GOOD,GOOD,BAD,GOOD,Yaml Structure Validation!
Typo Error,inject/typo/case/toggle,system/lyrebird/data_file_directories/_,$CASSANDRA_HOME/data/data,$CASsANDRA_HOME/data/data,"ERROR [main] 2019-09-06 10:37:11,488 CassandraDaemon.java:749 - Exception encountered during startup: Invalid yaml: file:/home/wespe/.ccm/LyreBirdCluster/node1/conf/cassandra.yaml
 Error: null; Can't construct a java object for tag:yaml.org,2002:org.apache.cassandra.config.Config; exception=Cannot create property=data_file_directories for JavaBean=org.apache.cassandra.config.Config@d6da883; java.lang.NoSuchMethodException: [Ljava.lang.String;.<init>();  in 'reader', line 1, column 1:
    authenticator: AllowAllAuthenticator
    ^",,,,"INFO  [main] 2019-09-06 10:37:11,334 YamlConfigurationLoader.java:89 - Configuration location: file:/home/wespe/.ccm/LyreBirdCluster/node1/conf/cassandra.yaml
ERROR [main] 2019-09-06 10:37:11,488 CassandraDaemon.java:749 - Exception encountered during startup: Invalid yaml: file:/home/wespe/.ccm/LyreBirdCluster/node1/conf/cassandra.yaml
 Error: null; Can't construct a java object for tag:yaml.org,2002:org.apache.cassandra.config.Config; exception=Cannot create property=data_file_directories for JavaBean=org.apache.cassandra.config.Config@d6da883; java.lang.NoSuchMethodException: [Ljava.lang.String;.<init>();  in 'reader', line 1, column 1:
    authenticator: AllowAllAuthenticator
    ^",GOOD,NONE,NONE,NONE,GOOD,BAD,BAD,BAD,Elektra no relative paths
